session;academie;sexe;statut_du_candidat;voie;serie;diplome_specialite;nombre_d_inscrits;nombre_de_presents;nombre_d_admis_au_1er_groupe;nombre_de_refuses_au_1er_groupe;nombre_d_ajournes_passant_les_epreuves_du_2nd_groupe;nombre_d_admis_a_l_issue_du_2nd_groupe;nombre_de_refuses_a_l_issue_du_2nd_groupe;nombre_d_admis_totaux;nombre_d_admis_avec_mention_tb_avec_les_felicitations_du_jury;nombre_d_admis_avec_mention_tb_sans_les_felicitations_du_jury;nombre_d_admis_avec_mention_b;nombre_d_admis_avec_mention_ab;nombre_d_admis_sans_mention;nombre_de_refuses_totaux
2021;AIX-MARSEILLE;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22106 CUISINE;13.0;12.0;8.0;3.0;1.0;0.0;1.0;8.0;0.0;0.0;2.0;3.0;3.0;4.0
2021;AIX-MARSEILLE;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25106 TECHNICIEN D'USINAGE;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2021;AIX-MARSEILLE;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25510 METIERS ELECT. ENVIRON. CONNECTES;2.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0
2021;AIX-MARSEILLE;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31106 LOGISTIQUE;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2021;AIX-MARSEILLE;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31202 COMMERCE;56.0;55.0;47.0;5.0;3.0;1.0;2.0;48.0;0.0;2.0;13.0;18.0;15.0;7.0
2021;AIX-MARSEILLE;FILLES;ENSEIGNEMENT A DISTANCE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 30001 GESTION-ADMINISTRATION;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2021;AIX-MARSEILLE;FILLES;ENSEIGNEMENT A DISTANCE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33004 ACC.SOINS-S.PERS. OPT.EN STRUCTUR;5.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
2021;AIX-MARSEILLE;FILLES;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 30001 GESTION-ADMINISTRATION;29.0;26.0;24.0;1.0;1.0;1.0;0.0;25.0;0.0;0.0;5.0;11.0;9.0;1.0
2021;AIX-MARSEILLE;FILLES;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31202 COMMERCE;11.0;9.0;6.0;1.0;2.0;2.0;0.0;8.0;0.0;2.0;2.0;0.0;4.0;1.0
2021;AIX-MARSEILLE;FILLES;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31210 ACCUEIL -RELATION CLIENTS USAGERS;19.0;19.0;15.0;4.0;0.0;0.0;0.0;15.0;0.0;1.0;3.0;6.0;5.0;4.0
2021;AIX-MARSEILLE;FILLES;INDIVIDUEL;BAC GENERAL;GENERALE;BAC GENE 10019 BAC GENERAL;130.0;90.0;61.0;21.0;8.0;8.0;0.0;69.0;0.0;10.0;12.0;12.0;35.0;21.0
2021;AIX-MARSEILLE;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21114 CONDUITE PRODUCTIONS HORTICOLES;4.0;4.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;1.0
2021;AIX-MARSEILLE;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21211 COND GEST ENTR HIPPIQUE;3.0;3.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21113 CGEVV;3.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21114 CONDUITE PRODUCTIONS HORTICOLES;6.0;6.0;6.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;5.0;1.0;0.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21203 TECHN CONSEIL DE VENTE ANIMAL;28.0;28.0;23.0;5.0;0.0;0.0;0.0;23.0;0.0;1.0;4.0;7.0;11.0;5.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21210 COND GEST ENTR CANIN ET FELIN;15.0;15.0;15.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;9.0;6.0;0.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BACPRO 20002 ETUD.DEFINITION PRDTS INDUSTRIEL;2.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22003 BIO-INDUSTRIES DE TRANSFORMATION;16.0;15.0;12.0;3.0;0.0;0.0;0.0;12.0;0.0;0.0;4.0;3.0;5.0;3.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23408 AGENCEMENT ESPACE ARCHITECTURAL;4.0;4.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;2.0;0.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 24203 METIERS DE LA MODE - VÊTEMENT;74.0;74.0;59.0;13.0;2.0;2.0;0.0;61.0;0.0;9.0;12.0;18.0;22.0;13.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25216 MAINT.VEHIC.OPTC MOTOCYCLES;3.0;3.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 30001 GESTION-ADMINISTRATION;844.0;842.0;688.0;120.0;34.0;19.0;15.0;707.0;0.0;14.0;155.0;243.0;295.0;135.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31206 VENTE (PROSPECT.NEGO.SUIV.CLIENT;145.0;144.0;113.0;15.0;16.0;13.0;3.0;126.0;0.0;1.0;26.0;45.0;54.0;18.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 32208 REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.;4.0;4.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;2.0;0.0;1.0;1.0;0.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33603 ESTHETIQUE COSMETIQUE PARFUMERIE;141.0;139.0;119.0;12.0;8.0;6.0;2.0;125.0;0.0;7.0;28.0;53.0;37.0;14.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 34304 HYGIENE PROPRETE STERILISATION;5.0;5.0;4.0;0.0;1.0;0.0;1.0;4.0;0.0;0.0;2.0;0.0;2.0;1.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 34403 METIERS DE LA SECURITE;14.0;14.0;14.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;3.0;8.0;3.0;0.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC TECHNOLOGIQUE;ST2S;BAC ST2S SCIENCES & TECHNO. SANTE & SOCIAL;800.0;800.0;720.0;15.0;65.0;33.0;32.0;753.0;0.0;15.0;124.0;310.0;304.0;47.0
2021;AIX-MARSEILLE;FILLES;SCOLAIRE;BAC TECHNOLOGIQUE;STHR;BAC STHR SC.&TEC. HOTELLERIE-RESTAURATION;42.0;42.0;36.0;0.0;6.0;6.0;0.0;42.0;0.0;1.0;8.0;16.0;17.0;0.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21114 CONDUITE PRODUCTIONS HORTICOLES;3.0;3.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22704 TECHN. MAINT. SYST.ENERG.CLIMATI;7.0;6.0;6.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;1.0;1.0;3.0;0.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23203 TECHNICIEN BAT. : ORG.REAL.GROS O;7.0;7.0;6.0;0.0;1.0;0.0;1.0;6.0;0.0;0.0;0.0;3.0;3.0;1.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23404 TECHNICIEN CONSTRUCTEUR BOIS;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25009 MAINTENANCE NAUTIQUE;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25106 TECHNICIEN D'USINAGE;10.0;10.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;2.0;4.0;2.0;2.0;0.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25215 MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;16.0;16.0;9.0;5.0;2.0;2.0;0.0;11.0;0.0;0.0;0.0;3.0;8.0;5.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25509 TECHNIC. FROID CONDITIONNEMT AIR;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31108 TRANSPORT;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31202 COMMERCE;75.0;69.0;56.0;8.0;5.0;4.0;1.0;60.0;0.0;6.0;11.0;25.0;18.0;9.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31210 ACCUEIL -RELATION CLIENTS USAGERS;11.0;9.0;4.0;4.0;1.0;0.0;1.0;4.0;0.0;0.0;1.0;1.0;2.0;5.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 32207 REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 32208 REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2021;AIX-MARSEILLE;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33102 PROTHESE DENTAIRE;11.0;11.0;9.0;1.0;1.0;1.0;0.0;10.0;0.0;0.0;2.0;5.0;3.0;1.0
2021;AIX-MARSEILLE;GARCONS;ENSEIGNEMENT A DISTANCE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31107 CONDUCT. TRANSP.ROUT.MARCHANDISES;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021;AIX-MARSEILLE;GARCONS;ENSEIGNEMENT A DISTANCE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31202 COMMERCE;3.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
2021;AIX-MARSEILLE;GARCONS;ENSEIGNEMENT A DISTANCE;BAC TECHNOLOGIQUE;STMG;BAC STMG RESSOURCES HUMAINES ET COMMUNICATION;6.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;3.0;1.0;0.0
2021;AIX-MARSEILLE;GARCONS;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22004 PROC. CHIMIE EAU PAPIERS-CARTONS;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2021;AIX-MARSEILLE;GARCONS;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22704 TECHN. MAINT. SYST.ENERG.CLIMATI;10.0;10.0;7.0;2.0;1.0;1.0;0.0;8.0;0.0;3.0;2.0;1.0;2.0;2.0
2021;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21203 TECHN CONSEIL DE VENTE ANIMAL;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2021;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22703 TECHN.INSTALL.SYST.ENERG.CLIMATI;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2021;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23304 AMENAGEMENT FINITION BATIMENT;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25514 SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 30001 GESTION-ADMINISTRATION;10.0;6.0;2.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;4.0
2021;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33002 SERVICES DE PROXIMITE  VIE LOCAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021;AIX-MARSEILLE;GARCONS;INDIVIDUEL;BAC TECHNOLOGIQUE;STI2D;BAC STI2D ENERGIES  ET ENVIRONNEMENT;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC GENERAL;GENERALE;BAC GENE 10019 BAC GENERAL;7393.0;7393.0;7017.0;56.0;320.0;188.0;132.0;7205.0;120.0;720.0;1731.0;2607.0;2027.0;188.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21001 AGRO-EQUIPEMENT;5.0;5.0;3.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;2.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21113 CGEVV;39.0;38.0;33.0;5.0;0.0;0.0;0.0;33.0;0.0;0.0;1.0;11.0;21.0;5.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21114 CONDUITE PRODUCTIONS HORTICOLES;15.0;15.0;14.0;1.0;0.0;0.0;0.0;14.0;0.0;0.0;4.0;2.0;8.0;1.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21302 GEST MILIEUX NATURELS FAUNE;62.0;61.0;60.0;1.0;0.0;0.0;0.0;60.0;0.0;1.0;10.0;21.0;28.0;1.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23102 TRAVAUX PUBLICS;35.0;35.0;28.0;3.0;4.0;2.0;2.0;30.0;0.0;2.0;6.0;8.0;14.0;5.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BACPRO 23103 TECHNICIEN GEOMETRE-TOPOGRAPHE;17.0;17.0;14.0;3.0;0.0;0.0;0.0;14.0;0.0;0.0;1.0;8.0;5.0;3.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23404 TECHNICIEN CONSTRUCTEUR BOIS;26.0;26.0;21.0;2.0;3.0;2.0;1.0;23.0;0.0;2.0;4.0;6.0;11.0;3.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25216 MAINT.VEHIC.OPTC MOTOCYCLES;25.0;24.0;15.0;7.0;2.0;0.0;2.0;15.0;0.0;1.0;0.0;7.0;7.0;9.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31206 VENTE (PROSPECT.NEGO.SUIV.CLIENT;236.0;233.0;184.0;23.0;26.0;20.0;6.0;204.0;0.0;4.0;27.0;74.0;99.0;29.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 32207 REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.;17.0;16.0;13.0;2.0;1.0;1.0;0.0;14.0;0.0;0.0;6.0;4.0;4.0;2.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33003 ACC.SOINS-S.PERS. OPT.A DOMICILE;8.0;8.0;8.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;1.0;5.0;2.0;0.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33004 ACC.SOINS-S.PERS. OPT.EN STRUCTUR;49.0;49.0;43.0;4.0;2.0;1.0;1.0;44.0;0.0;3.0;11.0;18.0;12.0;5.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;ST2S;BAC ST2S SCIENCES & TECHNO. SANTE & SOCIAL;157.0;157.0;135.0;4.0;18.0;8.0;10.0;143.0;0.0;0.0;23.0;53.0;67.0;14.0
2021;AIX-MARSEILLE;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;STD2A;BAC STD2A SCIENCES & TECHNO. DESIGN-ARTS APPLIQUES;43.0;43.0;41.0;0.0;2.0;2.0;0.0;43.0;0.0;7.0;9.0;19.0;8.0;0.0
2021;AMIENS;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 20102 PILOTE DE LIGNE DE PRODUCTION;2.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
2021;AMIENS;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 30001 GESTION-ADMINISTRATION;22.0;22.0;21.0;1.0;0.0;0.0;0.0;21.0;0.0;3.0;8.0;8.0;2.0;1.0
2021;AMIENS;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31202 COMMERCE;41.0;39.0;36.0;1.0;2.0;1.0;1.0;37.0;0.0;3.0;9.0;13.0;12.0;2.0
2021;AMIENS;FILLES;ENSEIGNEMENT A DISTANCE;BAC TECHNOLOGIQUE;STMG;BAC STMG GESTION ET FINANCE;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2021;AMIENS;FILLES;ENSEIGNEMENT A DISTANCE;BAC TECHNOLOGIQUE;STMG;BAC STMG RESSOURCES HUMAINES ET COMMUNICATION;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2021;AMIENS;FILLES;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25214 MAINT.VEHIC.OPTA VOIT.PARTICUL.;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021;AMIENS;FILLES;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 30001 GESTION-ADMINISTRATION;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021;AMIENS;FILLES;INDIVIDUEL;BAC GENERAL;GENERALE;BAC GENE 10019 BAC GENERAL;56.0;55.0;28.0;21.0;6.0;3.0;3.0;31.0;0.0;4.0;10.0;6.0;11.0;24.0
2021;AMIENS;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31210 ACCUEIL -RELATION CLIENTS USAGERS;4.0;4.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0
2021;AMIENS;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 32304 PHOTOGRAPHIE;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021;AMIENS;FILLES;INDIVIDUEL;BAC TECHNOLOGIQUE;STI2D;BAC STI2D ARCHITECTURE ET CONSTRUCTION;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2021;AMIENS;FILLES;INDIVIDUEL;BAC TECHNOLOGIQUE;STMG;BAC STMG MERCATIQUE (MARKETING);6.0;6.0;1.0;4.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;4.0
2021;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21114 CONDUITE PRODUCTIONS HORTICOLES;7.0;7.0;7.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;5.0;2.0;0.0
2021;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 22107 TEC CONS VTE ALIMENTATION P.ALIM;6.0;6.0;6.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;3.0;3.0;0.0
2021;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22003 BIO-INDUSTRIES DE TRANSFORMATION;11.0;11.0;9.0;1.0;1.0;1.0;0.0;10.0;0.0;0.0;2.0;4.0;4.0;1.0
2021;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22004 PROC. CHIMIE EAU PAPIERS-CARTONS;7.0;7.0;6.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;1.0;4.0;1.0
2021;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22106 CUISINE;48.0;48.0;41.0;4.0;3.0;1.0;2.0;42.0;0.0;2.0;13.0;15.0;12.0;6.0
2021;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22703 TECHN.INSTALL.SYST.ENERG.CLIMATI;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2021;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25215 MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2021;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 30001 GESTION-ADMINISTRATION;474.0;472.0;374.0;72.0;26.0;22.0;4.0;396.0;0.0;22.0;84.0;143.0;147.0;76.0
2021;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31206 VENTE (PROSPECT.NEGO.SUIV.CLIENT;97.0;95.0;81.0;8.0;6.0;3.0;3.0;84.0;0.0;4.0;16.0;39.0;25.0;11.0
2021;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33004 ACC.SOINS-S.PERS. OPT.EN STRUCTUR;488.0;486.0;445.0;24.0;17.0;13.0;4.0;458.0;0.0;22.0;121.0;184.0;131.0;28.0
2021;AMIENS;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33403 COMMERC. SERVICES EN RESTAURATION;47.0;47.0;32.0;11.0;4.0;4.0;0.0;36.0;0.0;2.0;6.0;17.0;11.0;11.0
