session;academie;sexe;statut_du_candidat;voie;serie;diplome_specialite;nombre_d_inscrits;nombre_de_presents;nombre_d_admis_au_1er_groupe;nombre_de_refuses_au_1er_groupe;nombre_d_ajournes_passant_les_epreuves_du_2nd_groupe;nombre_d_admis_a_l_issue_du_2nd_groupe;nombre_de_refuses_a_l_issue_du_2nd_groupe;nombre_d_admis_totaux;nombre_d_admis_avec_mention_tb_avec_les_felicitations_du_jury;nombre_d_admis_avec_mention_tb_sans_les_felicitations_du_jury;nombre_d_admis_avec_mention_b;nombre_d_admis_avec_mention_ab;nombre_d_admis_sans_mention;nombre_de_refuses_totaux
2022;VERSAILLES;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33004 ACC.SOINS-S.PERS. OPT.EN STRUCTUR;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022;VERSAILLES;GARCONS;INDIVIDUEL;BAC TECHNOLOGIQUE;STI2D;BAC STI2D INNOVATION TECHNO.  ET ECO CONCEPTION;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2022;VERSAILLES;GARCONS;INDIVIDUEL;BAC TECHNOLOGIQUE;STI2D;BAC STI2D SYSTÈME D'INFORMATION  ET NUMERIQUE;6.0;6.0;2.0;1.0;3.0;3.0;0.0;5.0;0.0;0.0;0.0;1.0;4.0;1.0
2022;VERSAILLES;GARCONS;INDIVIDUEL;BAC TECHNOLOGIQUE;STL;BAC STL SCIENCES PHYSIQUES CHIMIQUES  EN LABORAT.;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;VERSAILLES;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21114 CONDUITE PRODUCTIONS HORTICOLES;10.0;10.0;8.0;2.0;0.0;0.0;0.0;8.0;0.0;0.0;2.0;2.0;4.0;2.0
2022;VERSAILLES;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22503 PLASTIQUES ET COMPOSITES;7.0;7.0;6.0;1.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;2.0;3.0;1.0
2022;VERSAILLES;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25106 TECHNICIEN D'USINAGE;120.0;120.0;72.0;41.0;7.0;3.0;4.0;75.0;0.0;5.0;15.0;25.0;30.0;45.0
2022;VERSAILLES;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25215 MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;20.0;20.0;15.0;4.0;1.0;1.0;0.0;16.0;0.0;1.0;5.0;1.0;9.0;4.0
2022;VERSAILLES;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25305 AVIATION GENERALE;10.0;10.0;6.0;4.0;0.0;0.0;0.0;6.0;0.0;0.0;3.0;0.0;3.0;4.0
2022;VERSAILLES;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25509 TECHNIC. FROID CONDITIONNEMT AIR;100.0;100.0;56.0;39.0;5.0;5.0;0.0;61.0;0.0;2.0;9.0;25.0;25.0;39.0
2022;VERSAILLES;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES AGRI;BAC PRO AG 33002 SERV PERS TERRIT;20.0;20.0;14.0;6.0;0.0;0.0;0.0;14.0;0.0;0.0;1.0;5.0;8.0;6.0
2022;VERSAILLES;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 32304 PHOTOGRAPHIE;12.0;12.0;10.0;2.0;0.0;0.0;0.0;10.0;0.0;1.0;0.0;5.0;4.0;2.0
2022;VERSAILLES;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 34304 HYGIENE PROPRETE STERILISATION;14.0;14.0;8.0;5.0;1.0;0.0;1.0;8.0;0.0;0.0;0.0;5.0;3.0;6.0
2022;VERSAILLES;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;ST2S;BAC ST2S SCIENCES & TECHNO. SANTE & SOCIAL;238.0;238.0;192.0;10.0;36.0;21.0;15.0;213.0;0.0;5.0;20.0;71.0;117.0;25.0
2022;VERSAILLES;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;STAV;BAC STAV AGRONOMIE ALIM ENV TERRITOI;37.0;37.0;37.0;0.0;0.0;0.0;0.0;37.0;0.0;0.0;4.0;11.0;22.0;0.0
2022;VERSAILLES;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;STI2D;BAC STI2D INNOVATION TECHNO.  ET ECO CONCEPTION;733.0;733.0;586.0;36.0;111.0;69.0;42.0;655.0;1.0;10.0;83.0;205.0;356.0;78.0
2022;CORSE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23005 TECHN. ETUDES BAT B ASSIST.ARCHI.;6.0;6.0;5.0;1.0;0.0;0.0;0.0;5.0;0.0;1.0;1.0;2.0;1.0;1.0
2022;CORSE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25509 TECHNIC. FROID CONDITIONNEMT AIR;9.0;9.0;6.0;3.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;2.0;3.0;3.0
2022;CORSE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31106 LOGISTIQUE;10.0;10.0;9.0;1.0;0.0;0.0;0.0;9.0;0.0;1.0;2.0;5.0;1.0;1.0
2022;CORSE;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33403 COMMERC. SERVICES EN RESTAURATION;14.0;14.0;11.0;2.0;1.0;1.0;0.0;12.0;0.0;0.0;2.0;3.0;7.0;2.0
2022;CORSE;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;STI2D;BAC STI2D ARCHITECTURE ET CONSTRUCTION;14.0;14.0;13.0;1.0;0.0;0.0;0.0;13.0;0.0;0.0;3.0;4.0;6.0;1.0
2022;CORSE;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;STI2D;BAC STI2D ENERGIES  ET ENVIRONNEMENT;13.0;13.0;11.0;1.0;1.0;1.0;0.0;12.0;0.0;1.0;1.0;0.0;10.0;1.0
2022;CORSE;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;STMG;BAC STMG RESSOURCES HUMAINES ET COMMUNICATION;48.0;48.0;35.0;4.0;9.0;7.0;2.0;42.0;0.0;0.0;1.0;12.0;29.0;6.0
2022;CRETEIL;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22105 BOULANGER-PÂTISSIER;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2022;CRETEIL;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25007 MAINTENANCE EQUIPEMENTS INDUST.;4.0;4.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;2.0;0.0;1.0;0.0
2022;CRETEIL;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25214 MAINT.VEHIC.OPTA VOIT.PARTICUL.;3.0;3.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;2.0;0.0;0.0;0.0
2022;CRETEIL;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES AGRI;BAC PRO AG 33002 SERV PERS TERRIT;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2022;CRETEIL;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33102 PROTHESE DENTAIRE;5.0;5.0;4.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;2.0;1.0;1.0
2022;CRETEIL;FILLES;ENSEIGNEMENT A DISTANCE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31214 MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2022;CRETEIL;FILLES;ENSEIGNEMENT A DISTANCE;BAC TECHNOLOGIQUE;ST2S;BAC ST2S SCIENCES & TECHNO. SANTE & SOCIAL;8.0;7.0;5.0;1.0;1.0;0.0;1.0;5.0;0.0;0.0;0.0;1.0;4.0;2.0
2022;CRETEIL;FILLES;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 24301 METIERS DU CUIR : CHAUSSURES;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2022;CRETEIL;FILLES;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33603 ESTHETIQUE COSMETIQUE PARFUMERIE;17.0;16.0;3.0;13.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;2.0;13.0
2022;CRETEIL;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23203 TECHNICIEN BAT. : ORG.REAL.GROS O;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2022;CRETEIL;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31212 METIERS DE L'ACCUEIL;5.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2022;CRETEIL;FILLES;INDIVIDUEL;BAC TECHNOLOGIQUE;STI2D;BAC STI2D INNOVATION TECHNO.  ET ECO CONCEPTION;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21407 TEC CONS VTE UNIVERS JARDINERIE;6.0;6.0;3.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23005 TECHN. ETUDES BAT B ASSIST.ARCHI.;14.0;14.0;12.0;2.0;0.0;0.0;0.0;12.0;0.0;0.0;1.0;4.0;7.0;2.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23408 Etude et réalisation d'agencement;4.0;4.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0;1.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 24203 METIERS DE LA MODE - VÊTEMENT;191.0;188.0;150.0;32.0;6.0;5.0;1.0;155.0;0.0;28.0;37.0;39.0;51.0;33.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31106 LOGISTIQUE;19.0;19.0;15.0;3.0;1.0;1.0;0.0;16.0;0.0;1.0;2.0;4.0;9.0;3.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;687.0;686.0;550.0;102.0;34.0;21.0;13.0;571.0;0.0;24.0;125.0;232.0;190.0;115.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 32303 ART.& MET.ART:COM.VIS.VIS.PLURI-M;87.0;87.0;80.0;7.0;0.0;0.0;0.0;80.0;0.0;1.0;29.0;30.0;20.0;7.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33004 ACC.SOINS-S.PERS. OPT.EN STRUCTUR;1445.0;1439.0;1190.0;183.0;66.0;41.0;25.0;1231.0;0.0;40.0;266.0;512.0;413.0;208.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33102 PROTHESE DENTAIRE;2.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 34403 METIERS DE LA SECURITE;42.0;42.0;38.0;3.0;1.0;0.0;1.0;38.0;0.0;7.0;14.0;11.0;6.0;4.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC TECHNOLOGIQUE;STI2D;BAC STI2D ENERGIES  ET ENVIRONNEMENT;29.0;29.0;25.0;1.0;3.0;2.0;1.0;27.0;0.0;0.0;8.0;10.0;9.0;2.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC TECHNOLOGIQUE;STL;BAC STL BIOCHIM.-BIOLOGIE-BIOTECHNOL.;145.0;145.0;109.0;11.0;25.0;10.0;15.0;119.0;0.0;4.0;24.0;42.0;49.0;26.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC TECHNOLOGIQUE;STMG;BAC STMG GESTION ET FINANCE;765.0;765.0;657.0;22.0;86.0;52.0;34.0;709.0;1.0;31.0;120.0;272.0;285.0;56.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC TECHNOLOGIQUE;STMG;BAC STMG MERCATIQUE (MARKETING);1769.0;1769.0;1512.0;63.0;194.0;154.0;40.0;1666.0;0.0;33.0;222.0;591.0;820.0;103.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC TECHNOLOGIQUE;STMG;BAC STMG RESSOURCES HUMAINES ET COMMUNICATION;1064.0;1064.0;832.0;52.0;180.0;137.0;43.0;969.0;1.0;20.0;113.0;306.0;529.0;95.0
2022;CRETEIL;FILLES;SCOLAIRE;BAC TECHNOLOGIQUE;STMG;BAC STMG SYSTEMES D'INFORMATION DE GESTION;70.0;70.0;54.0;3.0;13.0;10.0;3.0;64.0;0.0;0.0;4.0;17.0;43.0;6.0
2022;CRETEIL;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25220 MAINT.MATERIELS OPT.B TP MANUT.;4.0;4.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;2.0;1.0
2022;CRETEIL;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25408 REPARATION DES CARROSSERIES;34.0;31.0;27.0;3.0;1.0;0.0;1.0;27.0;0.0;1.0;6.0;13.0;7.0;4.0
2022;CRETEIL;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25509 TECHNIC. FROID CONDITIONNEMT AIR;26.0;24.0;19.0;4.0;1.0;0.0;1.0;19.0;0.0;2.0;2.0;6.0;9.0;5.0
2022;CRETEIL;GARCONS;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 34403 METIERS DE LA SECURITE;4.0;4.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0
2022;CRETEIL;GARCONS;ENSEIGNEMENT A DISTANCE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25510 METIERS ELECT. ENVIRON. CONNECTES;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;CRETEIL;GARCONS;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25411 TECH.CHAUDRONNERIE INDUSTRIELLE;12.0;11.0;7.0;4.0;0.0;0.0;0.0;7.0;0.0;1.0;1.0;4.0;1.0;4.0
2022;CRETEIL;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23003 ARTIS. & M.ART:MARCHANDISAGE VIS.;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2022;CRETEIL;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25304 AERONAUTIQUE OPTION STRUCTURE;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2022;CRETEIL;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;12.0;6.0;4.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;2.0
2022;CRETEIL;GARCONS;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31214 MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;4.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2022;CRETEIL;GARCONS;INDIVIDUEL;BAC TECHNOLOGIQUE;ST2S;BAC ST2S SCIENCES & TECHNO. SANTE & SOCIAL;4.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22703 TECHN.INSTALL.SYST.ENERG.CLIMATI;139.0;137.0;88.0;45.0;4.0;2.0;2.0;90.0;0.0;1.0;13.0;31.0;45.0;47.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22704 TECHN. MAINT. SYST.ENERG.CLIMATI;85.0;85.0;50.0;31.0;4.0;3.0;1.0;53.0;0.0;0.0;3.0;18.0;32.0;32.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 23005 TECHN. ETUDES BAT B ASSIST.ARCHI.;39.0;39.0;33.0;6.0;0.0;0.0;0.0;33.0;0.0;0.0;7.0;16.0;10.0;6.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BACPRO 23103 TECHNICIEN GEOMETRE-TOPOGRAPHE;15.0;15.0;11.0;4.0;0.0;0.0;0.0;11.0;0.0;1.0;1.0;5.0;4.0;4.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25214 MAINT.VEHIC.OPTA VOIT.PARTICUL.;155.0;153.0;120.0;30.0;3.0;3.0;0.0;123.0;0.0;6.0;16.0;44.0;57.0;30.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25221 MAINT.MATERIELS OPT.C ESP. VERTS;26.0;26.0;25.0;1.0;0.0;0.0;0.0;25.0;0.0;0.0;4.0;15.0;6.0;1.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25410 CONSTRUCTION DES CARROSSERIES;12.0;12.0;11.0;1.0;0.0;0.0;0.0;11.0;0.0;0.0;1.0;6.0;4.0;1.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25411 TECH.CHAUDRONNERIE INDUSTRIELLE;74.0;73.0;60.0;10.0;3.0;3.0;0.0;63.0;0.0;6.0;17.0;17.0;23.0;10.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25513 SYST.NUM.OPT.A SURETE SECURITE;117.0;117.0;92.0;12.0;13.0;9.0;4.0;101.0;0.0;4.0;15.0;42.0;40.0;16.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31106 LOGISTIQUE;129.0;128.0;91.0;29.0;8.0;6.0;2.0;97.0;0.0;6.0;15.0;28.0;48.0;31.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31107 CONDUCT. TRANSP.ROUT.MARCHANDISES;41.0;41.0;27.0;12.0;2.0;1.0;1.0;28.0;0.0;2.0;7.0;14.0;5.0;13.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33403 COMMERC. SERVICES EN RESTAURATION;72.0;72.0;54.0;16.0;2.0;1.0;1.0;55.0;0.0;2.0;6.0;19.0;28.0;17.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33603 ESTHETIQUE COSMETIQUE PARFUMERIE;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 34403 METIERS DE LA SECURITE;127.0;127.0;110.0;15.0;2.0;1.0;1.0;111.0;0.0;7.0;25.0;46.0;33.0;16.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;STI2D;BAC STI2D ENERGIES  ET ENVIRONNEMENT;328.0;328.0;243.0;24.0;61.0;40.0;21.0;283.0;0.0;2.0;23.0;91.0;167.0;45.0
2022;CRETEIL;GARCONS;SCOLAIRE;BAC TECHNOLOGIQUE;STL;BAC STL BIOCHIM.-BIOLOGIE-BIOTECHNOL.;105.0;105.0;74.0;7.0;24.0;13.0;11.0;87.0;0.0;0.0;6.0;22.0;59.0;18.0
2022;DIJON;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21004 CGEA;9.0;9.0;7.0;2.0;0.0;0.0;0.0;7.0;0.0;0.0;3.0;1.0;3.0;2.0
2022;DIJON;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21210 COND GEST ENTR CANIN ET FELIN;10.0;10.0;9.0;1.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;9.0;0.0;1.0
2022;DIJON;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 22107 TEC CONS VTE ALIMENTATION P.ALIM;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2022;DIJON;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22704 TECHN. MAINT. SYST.ENERG.CLIMATI;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
2022;DIJON;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 24202 ARTIS.& MET.ART : TAPIS.D'AMEUBL;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022;DIJON;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES AGRI;BAC PRO AG 33002 SERV PERS TERRIT;4.0;4.0;4.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;3.0;0.0
2022;DIJON;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;76.0;75.0;53.0;19.0;3.0;2.0;1.0;55.0;0.0;2.0;8.0;21.0;24.0;20.0
2022;DIJON;FILLES;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 32207 REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2022;DIJON;FILLES;ENSEIGNEMENT A DISTANCE;BAC TECHNOLOGIQUE;ST2S;BAC ST2S SCIENCES & TECHNO. SANTE & SOCIAL;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022;DIJON;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 30001 GESTION-ADMINISTRATION;6.0;6.0;6.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;5.0;0.0
2022;DIJON;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;DIJON;FILLES;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 33102 PROTHESE DENTAIRE;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022;DIJON;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21004 CGEA;34.0;33.0;26.0;7.0;0.0;0.0;0.0;26.0;0.0;0.0;4.0;6.0;16.0;7.0
2022;DIJON;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 21114 CONDUITE PRODUCTIONS HORTICOLES;9.0;9.0;8.0;1.0;0.0;0.0;0.0;8.0;0.0;0.0;1.0;3.0;4.0;1.0
2022;DIJON;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION AGRI;BAC PRO AG 22107 TEC CONS VTE ALIMENTATION P.ALIM;42.0;41.0;34.0;7.0;0.0;0.0;0.0;34.0;0.0;0.0;1.0;14.0;19.0;7.0
2022;DIJON;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 22503 PLASTIQUES ET COMPOSITES;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022;DIJON;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25007 MAINTENANCE EQUIPEMENTS INDUST.;7.0;7.0;4.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;1.0;3.0
2022;DIJON;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PRODUCTION MEN;BAC PRO 25303 AERONAUTIQUE OPTION SYSTEMES;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
2022;DIJON;FILLES;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERVICES MEN;BAC PRO 31212 METIERS DE L'ACCUEIL;91.0;91.0;80.0;4.0;7.0;4.0;3.0;84.0;0.0;6.0;20.0;32.0;26.0;7.0
